Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
37948331,Deep phenotyping of the lipidomic response in COVID-19 and non-COVID-19 sepsis.,BACKGROUND: Lipids may influence cellular penetrance by viral pathogens and the ,deep phenotyp lipidom respons sepsi,background lipid may influenc cellular penetr viral pathogen,,False,True,False,False,False,False,False,False
37948271,Acclimation Protocol to Minimize Stress in Immobilized Rats During Non-Invasive ,INTRODUCTION: Rodent models are often used in spinal cord injury investigations ,acclim protocol minim stress immobil rat,introduct rodent model often use spinal cord injuri investig,2023-11-08,False,True,False,False,False,False,False,False
37948170,A Cardiovascular Risk Optimization Program in People With Schizophrenia: A Pilot ,BACKGROUND: Cardiovascular disease is one of the leading causes of premature ,cardiovascular risk optim program peopl schizophrenia pilot,background cardiovascular diseas one lead caus prematur,2023-11-01,True,True,False,False,True,False,False,False
37948142,CHeart: A Conditional Spatio-Temporal Generative Model for Cardiac Anatomy.,Two key questions in cardiac image analysis are to assess the anatomy and motion ,cheart condit gener model cardiac anatomi,two key question cardiac imag analysi assess anatomi motion,2023-11-10,False,True,False,False,False,False,False,False
37948138,Obstructive Sleep Apnea Screening by Joint Saturation Signal Analysis and ,Obstructive sleep apnea (OSA) is a high-prevalence disease in the general ,obstruct sleep apnea screen joint satur signal analysi,obstruct sleep apnea osa diseas gener,2023-11-10,False,True,False,False,False,False,False,True
37948094,Single vs. dual antiplatelet therapy after coronary artery bypass grafting for ,BACKGROUND: The use of dual antiplatelet therapy (DAPT) after coronary ,singl dual antiplatelet therapi coronari arteri bypass graft,background use dual antiplatelet therapi dapt coronari,2023-11-10,False,True,True,False,False,False,False,False
37948083,DOACs in Patients With Giant Coronary Artery Aneurysms After Kawasaki Disease.,,doac patient giant coronari arteri aneurysm kawasaki diseas,,2023-11-01,False,True,False,False,False,False,False,False
37948032,Genetic relationship between ageing and coronary heart disease: a Mendelian ,PURPOSE: Genetic relationship between ageing and coronary heart disease has not ,genet relationship age coronari heart diseas mendelian,purpos genet relationship age coronari heart diseas,2023-11-10,False,True,False,False,False,False,False,False
37948028,The current and future role of imaging of thoracic aortic disease: a North ,The 2022 AHA/ACC Guidelines for the Diagnosis and Management of Aortic Disease ,current futur role imag thorac aortic diseas north,2022 guidelin diagnosi manag aortic diseas,2023-11-10,False,True,False,False,False,False,False,True
37948021,Blood Pressure Effects of SGLT2 Inhibitors: Mechanisms and Clinical Evidence in ,PURPOSE OF REVIEW: Sodium glucose transporter 2 inhibitors (SGLT2 inhibitors) are ,blood pressur effect sglt2 inhibitor mechan clinic evid,purpos review sodium glucos transport 2 inhibitor sglt2 inhibitor,2023-11-10,False,True,False,False,False,False,False,False
37948003,Effect of Naoxintong Capsule on Microglia and Proteomics of Cortex After ,Neuroinflammation caused by microglia in the central nervous system (CNS) is ,effect naoxintong capsul microglia proteom cortex,neuroinflamm caus microglia central nervou system cn,2023-11-10,False,True,True,False,False,False,False,False
37947990,Effect of Guanxin Danshen Dripping Pills on Coronary Heart Disease Comorbid with ,OBJECTIVE: To evaluate the efficacy of Guanxin Danshen Dripping Pill (GXDSDP) in ,effect guanxin danshen drip pill coronari heart diseas comorbid,object evalu efficaci guanxin danshen drip pill gxdsdp,2023-11-10,False,True,True,True,False,False,False,False
37947656,circRNA-miRNA-mRNA Deregulated Network in Ischemic Heart Failure Patients.,"Noncoding RNAs (ncRNAs), which include circular RNAs (circRNAs) and microRNAs ",deregul network ischem heart failur patient,noncod rna ncrna includ circular rna circrna microrna,2023-11-05,False,True,False,False,False,False,False,False
37947639,Leucine Supplementation Improves Diastolic Function in HFpEF by HDAC4 Inhibition.,Heart failure with preserved ejection fraction (HFpEF) is a complex syndrome ,leucin supplement improv diastol function hfpef hdac4 inhibit,heart failur preserv eject fraction hfpef complex syndrom,2023-11-02,False,False,True,False,False,False,False,False
37947632,Myocardial Mitochondrial DNA Drives Macrophage Inflammatory Response through ,"Coxsackievirus B3 (CVB3), a single-stranded positive RNA virus, primarily infects ",myocardi mitochondri dna drive macrophag inflammatori respons,coxsackieviru b3 cvb3 posit rna viru primarili infect,2023-10-31,False,True,False,False,False,False,False,False
37947606,The Role of Clonal Hematopoiesis of Indeterminant Potential and DNA ,DNA methylation is an epigenetic mechanism that regulates gene expression without ,role clonal hematopoiesi indetermin potenti dna,dna methyl epigenet mechan regul gene express without,2023-10-26,False,True,False,False,False,False,False,False
37947605,Measuring Single-Cell Calcium Dynamics Using a Myofilament-Localized Optical ,Synchronized contractions of cardiomyocytes within the heart are tightly coupled ,measur calcium dynam use optic,synchron contract cardiomyocyt within heart tightli coupl,2023-10-26,False,True,False,False,False,False,False,False
37947602,MicroRNA and Protein Cargos of Human Limbal Epithelial Cell-Derived Exosomes and ,Epithelial and stromal/mesenchymal limbal stem cells contribute to corneal ,microrna protein cargo human limbal epitheli exosom,epitheli limbal stem cell contribut corneal,2023-10-25,False,True,True,False,False,False,False,False
37947530,Who Let the Dogs Out? Unmasking the Neglected: A Semi-Systematic Review on the ,Toxocariasis remains an important neglected parasitic infection representing one ,let dog unmask neglect review,toxocariasi remain import neglect parasit infect repres one,2023-10-25,False,True,True,True,True,False,False,False
37947489,Retatrutide showing promise in obesity (and type 2 diabetes).,"INTRODUCTION: Obesity is a major risk factor for cardiovascular disease, ",retatrutid show promis obes type 2 diabet,introduct obes major risk factor cardiovascular diseas,,True,True,True,False,False,False,False,False
37947484,Association of Active Renin Content With Mortality in Critically Ill Patients: A ,OBJECTIVE: Sepsis is a leading cause of mortality. Predicting outcomes is ,associ activ renin content mortal critic ill patient,object sepsi lead caus mortal predict outcom,2023-11-10,False,True,True,False,True,False,False,False
37947437,Cardiorespiratory Fitness is Associated with Estimates of Myocardial Perfusion: ,Cardiorespiratory fitness (CRF) and the subendocardial viability ratio (SEVR) ,cardiorespiratori fit associ estim myocardi perfus,cardiorespiratori fit crf subendocardi viabil ratio sevr,2023-11-10,False,True,False,False,False,False,False,False
37947418,Microbe-derived uremic solutes enhance thrombosis potential in the host.,"p-Cresol sulfate (pCS) and indoxyl sulfate (IS), gut microbiome-derived ",urem solut enhanc thrombosi potenti host,sulfat pc indoxyl sulfat gut,2023-11-10,False,True,False,False,False,False,False,False
37947369,Single-Molecule Detection of alpha-Synuclein Oligomers in Parkinson's Disease ,alpha-Synuclein (alpha-Syn) is an intrinsically disordered protein whose aggregation in ,detect oligom parkinson diseas,intrins disord protein whose aggreg,2023-11-10,False,True,False,False,False,False,False,False
37947364,Prospective Evaluation of High Titer Autoantibodies and Fetal Home Monitoring in ,"OBJECTIVE: This prospective study of pregnant patients, Surveillance To Prevent ",prospect evalu high titer autoantibodi fetal home monitor,object prospect studi pregnant patient surveil prevent,2023-11-10,False,True,False,False,False,False,False,False
37947362,Dynamic changes in T-wave and QTc interval during tilt table testing: Innocent ,"A16-year-old female underwent tilt table testing, which resulted positive for ",dynam chang qtc interv tilt tabl test innoc,femal underw tilt tabl test result posit,2023-10-12,False,True,False,False,False,False,False,False
37947309,Revascularization strategies for multivessel coronary artery disease based on sex ,OBJECTIVES: This study describes coronary revascularization strategies used by ,revascular strategi multivessel coronari arteri diseas base sex,object studi describ coronari revascular strategi use,2023-11-01,False,True,True,False,False,False,False,False
37947267,Reports from 2023 Great Wall International Congress of Cardiology in China.,,report 2023 great wall intern congress cardiolog china,,2023-11-08,False,True,False,False,False,False,False,False
37947184,Performance Evaluation of Geometrically Different Pediatric Arterial Cannulae in ,OBJECTIVE: To define a reference chart comparing pressure drop vs. flow generated ,perform evalu geometr differ pediatr arteri cannula,object defin refer chart compar pressur drop flow gener,2023-11-09,False,True,False,False,False,False,False,False
37947148,"Innate Immune System Regulated by Stimulator of Interferon Genes, a Cytosolic DNA ",Background Sterile inflammation caused by metabolic disorders impairs endothelial ,innat immun system regul stimul interferon gene cytosol dna,background steril inflamm caus metabol disord impair endotheli,2023-11-10,False,True,True,False,False,False,False,False
